SUBJECT,COURSE_NUMBER,COURSE_SECTION_NUMBER,TITLE,CAMPUS,AUDIT,A,A_GF,B,B_GF,B+,B+_GF,C,C_GF,C+,C+_GF,D,D_GF,D+,D+_GF,F,F_GF,FN,Incomplete,IP,No Grade,NR,S,T,U,UN,W,WF,Num Grades Posted
BADM,A478,003,Strategic Management,AIK,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
BADM,A494,PC,Project Management,AIK,0,15,0,1,0,5,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,28
BIOL,A104,001,Human Biology,AIK,0,4,0,5,0,5,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,24
BIOL,A106,001,Environmental Life Science,AIK,0,11,0,3,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,A106,300,Environmental Life Science,AIK,0,4,0,0,0,5,0,3,0,5,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,22
BIOL,A121,001,Biological Science I,AIK,0,2,0,6,0,4,0,4,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,24
BIOL,A121,004,Biological Science I,AIK,0,3,0,6,0,3,0,1,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,24
BIOL,A121,005,Biological Science I,AIK,0,1,0,2,0,0,0,7,0,7,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22
BIOL,A121,006,Biological Science I,AIK,0,1,0,1,0,2,0,6,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,5,0,22
BIOL,A122,001,Biological Science II,AIK,0,2,0,4,0,2,0,2,0,2,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,5,0,24
BIOL,A122,002,Biological Science II,AIK,0,2,0,3,0,1,0,1,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,20
BIOL,A122,003,Biological Science II,AIK,0,1,0,1,0,0,0,1,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,4,0,14
BIOL,A122,004,Biological Science II,AIK,0,2,0,6,0,0,0,3,0,7,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,23
BIOL,A243,001,Human Anatomy & Physiology I,AIK,0,3,0,5,0,2,0,5,0,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,A243,002,Human Anatomy & Physiology I,AIK,0,9,0,1,0,3,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,24
BIOL,A243,003,Human Anatomy & Physiology I,AIK,0,2,0,3,0,5,0,3,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,24
BIOL,A243,004,Human Anatomy & Physiology I,AIK,0,1,0,2,0,1,0,4,0,5,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,5,0,24
BIOL,A244,001,Human Anatomy & Physiology II,AIK,0,3,0,2,0,4,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19
BIOL,A244,002,Human Anatomy & Physiology II,AIK,0,1,0,5,0,1,0,3,0,3,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,24
BIOL,A244,003,Human Anatomy & Physiology II,AIK,0,6,0,3,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
BIOL,A244,004,Human Anatomy & Physiology II,AIK,0,10,0,5,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23
BIOL,A250,001,Microbiology,AIK,0,6,0,7,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
BIOL,A305,001,Elementary Biostatistics,AIK,0,3,0,1,0,0,0,3,0,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,8,0,23
BIOL,A315,001,Comparative Vertebrate Anatomy,AIK,0,5,0,9,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
BIOL,A316,001,Vertebrate Zoology,AIK,0,3,0,4,0,3,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
BIOL,A335,001,Microbial Ecology,AIK,0,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
BIOL,A336,001,Biology of Fishes,AIK,0,5,0,5,0,5,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
BIOL,A340,001,Virology,AIK,0,2,0,2,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18
BIOL,A350,001,Fundamental Genetics I,AIK,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,24
BIOL,A365,001,Animal Nutrition,AIK,0,4,0,7,0,4,0,2,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,26
BIOL,A370,001,Ecology and Evolution,AIK,0,6,0,11,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
BIOL,A490,300,Senior Seminar,AIK,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
BIOL,A576,001,Topics Environmental Science,AIK,0,10,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
CHEM,A101,001,Introduction to Chemistry,AIK,0,6,0,4,0,0,0,4,0,6,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,27
CHEM,A101,002,Introduction to Chemistry,AIK,0,7,0,4,0,4,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,24
CHEM,A101,003,Introduction to Chemistry,AIK,0,5,0,5,0,2,0,5,0,3,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,27
CHEM,A101,004,Introduction to Chemistry,AIK,0,3,0,4,0,2,0,5,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22
CHEM,A105,001,Chemistry in Society,AIK,0,15,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
CHEM,A105,002,Chemistry in Society,AIK,0,15,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
CHEM,A111,001,General Chemistry I,AIK,0,1,0,3,0,4,0,3,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,25
CHEM,A111,002,General Chemistry I,AIK,0,5,0,6,0,1,0,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26
CHEM,A112,001,General Chemistry II,AIK,0,6,0,3,0,4,0,2,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,23
CHEM,A112,002,General Chemistry II,AIK,0,3,0,2,0,0,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21
CHEM,A112,003,General Chemistry II,AIK,0,5,0,2,0,1,0,7,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,23
CHEM,A112,004,General Chemistry II,AIK,0,2,0,3,0,1,0,3,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,18
CHEM,A310,061,Intro Chemical Research Methds,AIK,0,5,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
CHEM,A311,001,Intro to Inorganic Chemistry,AIK,0,2,0,1,0,0,0,2,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14
CHEM,A332,001,Organic Chemistry II,AIK,0,10,0,11,0,2,0,8,0,3,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,42
CHEM,A332L,001,Organic Chemistry Lab I I,AIK,0,8,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
CHEM,A332L,002,Organic Chemistry Lab I I,AIK,0,5,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
COMM,A190,001,Introduction to Communications,AIK,0,4,0,11,0,4,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32
COMM,A201,001,Interpersonal Communication,AIK,0,11,0,5,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
COMM,A201,002,Interpersonal Communication,AIK,0,6,0,11,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
COMM,A201,003,Interpersonal Communication,AIK,0,12,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
COMM,A201,004,Interpersonal Communication,AIK,0,12,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23
COMM,A201,005,Interpersonal Communication,AIK,0,11,0,7,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
COMM,A201,300,Interpersonal Communication,AIK,0,8,0,7,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
COMM,A241,001,Public Speaking,AIK,0,5,0,6,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,19
COMM,A241,002,Public Speaking,AIK,0,5,0,3,0,3,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21
COMM,A241,003,Public Speaking,AIK,0,14,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20
COMM,A241,004,Public Speaking,AIK,0,4,0,5,0,1,0,2,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,20
COMM,A241,005,Public Speaking,AIK,0,13,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
COMM,A241,006,Public Speaking,AIK,0,6,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
COMM,A241,300,Public Speaking,AIK,0,5,0,5,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,21
COMM,A305,001,Editing Skills,AIK,0,6,0,6,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
COMM,A320,001,Research Methods in Comm,AIK,0,5,0,7,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
COMM,A320,002,Research Methods in Comm,AIK,0,2,0,5,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
COMM,A328,001,Principles of Public Relations,AIK,0,10,0,4,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20
COMM,A332,001,Writing Across the Media I,AIK,0,4,0,9,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
COMM,A342,001,Interviewing,AIK,0,10,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
COMM,A351,001,Persuasive Communications,AIK,0,4,0,6,0,1,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,21
COMM,A352,001,Media and Culture,AIK,0,5,0,6,0,4,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
COMM,A352,002,Media and Culture,AIK,0,5,0,4,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,22
COMM,A376,001,Visual Communication I,AIK,0,3,0,4,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13
COMM,A450,001,Intercultural Communication,AIK,0,6,0,10,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
COMM,A450,002,Intercultural Communication,AIK,0,12,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
COMM,A478,001,Multimedia Journalism,AIK,0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
COMM,A494,001,Topics in Communications,AIK,0,5,0,8,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21
COMM,A494,003,Topics in Communications,AIK,0,2,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
COMM,A494,005,Topics in Communications,AIK,0,12,0,1,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
CSCI,A101,061,Introduction Computer Concepts,AIK,0,3,0,2,0,4,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22
CSCI,A145,300,Intro to Algorithmic Design I,AIK,0,4,0,5,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25
CSCI,A146,001,Intro to Algorithmic Design II,AIK,0,6,0,5,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
CSCI,A240,001,Intro to Software Engineering,AIK,0,6,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
CSCI,A320,001,Practical Java Programming,AIK,0,7,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
CSCI,A562,001,Numerical Methods,AIK,0,3,0,3,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ECON,A221,001,Principles of Macroeconomics,AIK,0,6,0,4,0,7,0,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28
ECON,A221,PC,Principles of Macroeconomics,AIK,0,3,0,12,0,4,0,5,0,8,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,1,44
ECON,A222,002,Principles of Microeconomics,AIK,0,12,0,15,0,1,0,10,0,2,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,55
ECON,A222,PC,Principles of Microeconomics,AIK,0,7,0,8,0,7,0,0,0,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,31
ECON,A714,300,Economics/Decision Making,AIK,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
EDEC,A211,060,Fam Life Ed & Prof Pra,AIK,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,24
EDEC,A256,060,Phys Ed & Hlth Early Childhood,AIK,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,27
EDEC,A411,001,Child Develop Early Learning,AIK,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
EDEC,A469,001,Internship in Early Child Ed,AIK,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
EDEC,A476,001,Senior Seminar,AIK,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
EDEC,A540,001,Child Study and Assessment,AIK,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
EDEC,A542,001,Env Desgn & Classrm Mgt in ECE,AIK,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
EDEL,A225,061,Teaching Health & PE in Elem.,AIK,0,6,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,18
EDEX,A200,061,Intro People with Excptnlities,AIK,0,7,0,2,0,5,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23
EDEX,A200,300,Intro People with Excptnlities,AIK,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
EDFN,A321,001,Dynamics of American Public Ed,AIK,0,16,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25
EDFN,A321,300,Dynamics of American Public Ed,AIK,0,2,0,4,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19
EDPY,A235,001,Intro to Educational Psy,AIK,0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,22
EDPY,A235,061,Intro to Educational Psy,AIK,0,11,0,5,0,4,0,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,30
EDPY,A330,001,Lifespan Growth & Development,AIK,0,19,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30
EDPY,A330,061,Lifespan Growth & Development,AIK,0,12,0,4,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29
EDPY,A330,062,Lifespan Growth & Development,AIK,0,6,0,7,0,9,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29
EDPY,A334,300,Intro Adolescent Grwth & Devel,AIK,0,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17
EDRD,A218,060,Children's Literature,AIK,0,16,0,1,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,25
EDRD,A421,001,Assess of Read.Ele,AIK,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
EDRD,A423,060,Cont.Area Read/Writ.Ele.,AIK,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16
EDRD,A485,001,Adolescent Literature,AIK,0,5,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
EDRD,A518,061,Cont. Area Read/Writ Mid/HS,AIK,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
EDRD,A522,001,Found. in Reading in ECE,AIK,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
EDRD,A523,001,Content Area Rea/Writ. in ECE,AIK,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
EDSE,A312,060,Teach.Diverse Pop. Middle/HS,AIK,0,16,0,3,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24
EDUC,A210,001,Obsrvtn & Anlys Clinical Set,AIK,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
EDUC,A300,001,Math. for Instruc. for ECE/EL,AIK,0,9,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
EDUC,A630,402,Prn./Strat.Ele.&Sec. ELL,AIK,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22
EDUC,A636,402,Linguistics,AIK,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22
EDUC,A650,401,Intro Curr Gifted & Talntd Stu,AIK,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21
EDUC,A650,402,Intro Curr Gifted & Talntd Stu,AIK,0,20,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24
EDUC,A650,403,Intro Curr Gifted & Talntd Stu,AIK,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
EDUC,A650,404,Intro Curr Gifted & Talntd Stu,AIK,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
EDUC,A651,401,Nature & Needs Gifted & Talnt,AIK,0,17,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
EDUC,A651,402,Nature & Needs Gifted & Talnt,AIK,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,16
EDUC,A651,403,Nature & Needs Gifted & Talnt,AIK,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ELCT,A221,001,Circuits,AIK,0,3,0,5,0,1,0,1,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,21
ENCP,A102,001,Introduction to Engineering II,AIK,0,12,0,4,0,3,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,26
ENCP,A102,002,Introduction to Engineering II,AIK,0,13,0,2,0,3,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,26
ENCP,A102,003,Introduction to Engineering II,AIK,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12
ENCP,A260,002,Intro to Mechanics of Solids,AIK,0,5,0,8,0,4,0,4,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,28
ENCP,A290,001,Thermodynamic Fundamentals,AIK,0,7,0,1,0,5,0,5,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,30
ENCP,A310,001,Dynamics,AIK,0,5,0,8,0,6,0,1,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,28
ENCP,A334,001,Quality Planning and Control,AIK,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ENGL,A101,001,Composition,AIK,0,3,0,3,0,1,0,7,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,20
ENGL,A101,002,Composition,AIK,0,0,0,1,0,2,0,1,0,6,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,19
ENGL,A101,301,Composition,AIK,0,1,0,3,0,0,0,4,0,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,18
ENGL,A101,302,Composition,AIK,0,11,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19
ENGL,A102,001,Composition and Literature,AIK,0,4,0,10,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,20
ENGL,A102,002,Composition and Literature,AIK,0,4,0,5,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,20
ENGL,A102,003,Composition and Literature,AIK,0,1,0,3,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,11
ENGL,A102,004,Composition and Literature,AIK,0,14,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ENGL,A102,006,Composition and Literature,AIK,0,5,0,5,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18
ENGL,A102,007,Composition and Literature,AIK,0,7,0,1,0,7,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20
ENGL,A102,008,Composition and Literature,AIK,0,2,0,0,0,2,0,5,0,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,20
ENGL,A102,009,Composition and Literature,AIK,0,3,0,3,0,0,0,2,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,18
ENGL,A102,010,Composition and Literature,AIK,0,5,0,3,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,17
ENGL,A102,011,Composition and Literature,AIK,0,3,0,12,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20
ENGL,A102,012,Composition and Literature,AIK,0,10,0,2,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20
ENGL,A102,013,Composition and Literature,AIK,0,10,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
ENGL,A102,014,Composition and Literature,AIK,0,15,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ENGL,A102,015,Composition and Literature,AIK,0,5,0,4,0,3,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19
ENGL,A102,016,Composition and Literature,AIK,0,5,0,5,0,1,0,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,19
ENGL,A102,017,Composition and Literature,AIK,0,1,0,14,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
ENGL,A102,018,Composition and Literature,AIK,0,15,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
ENGL,A102,020,Composition and Literature,AIK,0,3,0,10,0,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20
ENGL,A102,021,Composition and Literature,AIK,0,13,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ENGL,A102,022,Composition and Literature,AIK,0,2,0,3,0,2,0,6,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,18
ENGL,A102,024,Composition and Literature,AIK,0,0,0,4,0,0,0,9,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,19
ENGL,A102,025,Composition and Literature,AIK,0,11,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ENGL,A102,026,Composition and Literature,AIK,0,7,0,2,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
ENGL,A102,027,Composition and Literature,AIK,0,3,0,9,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ENGL,A102,028,Composition and Literature,AIK,0,11,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,18
ENGL,A102,029,Composition and Literature,AIK,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,15
ENGL,A102,061,Composition and Literature,AIK,0,1,0,1,0,1,0,2,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,20
ENGL,A201,001,Writing in the University,AIK,0,1,0,2,0,0,0,0,0,4,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,15
